"createdAt","body"
"2022-11-01 17:23:07.96265+00","Nitpick: It appears to be the case that only two lines are in need of this lint rule being disabled. We should disable those lines (i.e. `eslint-disable-next-line max-len`) specifically instead of the entire document.   Alternatively, it feels we could make the params on the extra long lines into individual params. For example,  ```ts const metricNameFilter = metricName ? [{ wildcard: { 'inspections.measurements.intent.name.raw': `*${metricName}*` } }] : []; ... // And then in the query bool: {     filter: [ ...metricNameFilter ], } ```"
"2022-11-01 17:28:31.515402+00","When the user is parent navigate to Bookings screen"
"2022-11-01 17:22:17.789994+00","""large technology companies"" feels kind of limiting what about re-wording this to:  ""In addition to the [companies listed on about.sourcegraph.com](https://about.sourcegraph.com), companies with a few hundred developers all the way up to those with more than 40,000 use Sourcegraph daily."" "
"2022-11-01 17:22:17.828998+00","is this supposed to be search contexts?  could we link to the docs on it?"
"2022-11-01 17:22:18.199697+00","can we link to the query syntax page (/code_search/reference/queries) here?"
"2022-11-01 17:22:18.602484+00","I would drop the "", and has no indexing delay"" entirely.   Or, if you prefer, change it to ""with minimal delay"" or similar wording.   "
"2022-11-01 17:23:07.966938+00","This line should not be broken up like this for understandability purposes. We should apply the disable lint rule right above this line so it can be directly to this line.  Alternatively, we can do something like this (untested): ```ts const statsAggregation = { stats: { field: 'inspections.measurements.bodyAsImageFeature.realValue' } }; ... meas_stats: statsAggregation, ```"
"2022-11-01 17:23:08.000091+00","You can save a level of indentation for the block below by just returning here. Also note that the closing parenthesis needs to be on the next line.  ```suggestion         if (!deps.flags.accessStatus('measurement-r-1', true) ||             !deps.flags.accessStatus('measurement-sandbox-persistence', true)         ) return []; ```"
"2022-11-01 17:23:08.360671+00","Is there a reason for not combining these two requests in a `Promise.all`? Same questions for below on line 556?"
"2022-11-01 17:23:08.857095+00","Several items here:  1. We should use the edi-limits-helpers to do this check instead of doing it ourselves. I.e. `hasSavedLimits(limits, APIListMetricsDataType.NUMBER)` 2. The indentation is off for this line."
"2022-11-01 17:23:08.298494+00","Nitpick: We can probably just drop this for now as we are not using it nor verifying this is correct yet. FYI @jonboiser, this will probably be close to what we need for the Distribution chart."
"2022-11-01 17:23:08.582817+00","Codebase readability nitpick: ```suggestion                                                 must: [{                                                     exists: {                                                         field: 'inspections.measurements.bodyAsImageFeature',                                                     },                                                 }], ```"
"2022-11-01 17:23:09.960485+00","Codebase styling: ```suggestion                                     return stationInfo.doc_count > mostMeasurementStation.doc_count                                         ? stationInfo                                         : mostMeasurementStation; ```"
"2022-11-01 17:23:10.091085+00","Codebase styling: ```suggestion             retest         ); ```"
"2022-11-01 17:23:10.250174+00","```suggestion         dataType: APIListMetricsDataType.NUMBER, ```"
"2022-11-01 17:23:10.812426+00","Might be nice to organize this as `monitor: { id: DFXID, name: string }`. Also would be nice if these were alphabetical so it's easier to skim through."
"2022-11-01 17:23:11.082004+00","Nitpick: Swap the order here to match the order of inputs in the method. Also, it does not appear that the query param is ""Optional"" anymore so we should probably drop that from the description. "
"2022-11-01 17:23:11.197525+00","Codebase styling:  ```suggestion                                 const station = station_names.by_station_name.buckets.reduce((                                     mostMeasurementStation: any, stationInfo: any                                 ) => { ```"
"2022-11-01 17:23:12.840331+00","I think this is possible if we set `EmptyFilter = {""match_all"": {}}`, or at least it didn't break when I ran the query in my console. The only item I would be wary of is the `match_all` sets all document scores to `1` ([documentation](https://www.elastic.co/guide/en/elasticsearch/reference/master/query-dsl-match-all-query.html)). For this use case probably doesn't make a difference, but I would be hesitant to make this our standard. That being said, we do use `match_all: {}` in the filter clause in some of the older control-panel/subscriptions queries."
"2022-11-01 17:23:12.886232+00","I also wonder if `metricName` needs to be separate considering it is a part of `physicalMeasurementData`?"
"2022-11-01 17:24:23.996864+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , ARRAY_AGG(             message_details__dialpad_time_to_connect_in_seconds         ) WITHIN GROUP (ORDER BY message_created_at ASC, message_details__direction = 'in' DESC)[0]::varchar         AS dialpad_time_to_connect_in_seconds         , ARRAY_AGG(             message_details__call_duration_minutes         ) WITHIN GROUP (ORDER BY message_created_at ASC, message_details__direction = 'out' DESC)[0]::varchar         AS call_duration_minutes ``` "
"2022-11-01 17:24:24.281877+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-01 17:25:39.800662+00","It didnt appear to be needed beforehand either, and Im not able to figure out a reason why I had this in the first place :thinking: "
"2022-11-01 17:26:56.439156+00","Well, you took 16 and 17 out of an existing test case. Is this why?"
"2022-11-01 17:28:31.718706+00","if this hook is only for parents, every useEffect should check for `if (!isParent) return`  You should not make any queries here is the user is not parent"
"2022-11-01 17:44:03.031474+00","This is just a POC to test the package is working for excavator too - I am planning on writing extensive tests for this feature in another PR"
"2022-11-01 17:44:41.931533+00","Turns out excavator uses `sdk.ts` directly, and does not have its own RDS, which is required for the test helpers. So I put this in as a copy of the zipstream one."
"2022-11-01 17:45:21.440909+00","I think the style conventions are to use lower case on all field and explore names  ```suggestion explore: am_outreach_datespine { ```"
"2022-11-01 17:45:21.529189+00","i think one way to make this not a `many_to_many` join and instead a `many_to_one` join (if that's what we want) is if we join tasks directly to this table using the sf account id AND the month of the task = the month of the status?"
"2022-11-01 17:46:00.470601+00","I'd be curious to understand why you'd need such a guarantee on a normal slice, I mean if you need to append, it works with nil perfectly, so where else would we need this if we don't have methods on that type ? "
"2022-11-01 17:46:25.570754+00","You killed me with that meme btw 🤣 "
"2022-11-01 17:54:16.194337+00","Should these be cast a INT or NUMERIC type instead?"
"2022-11-01 17:56:20.693379+00","Definitely yes"
"2022-11-01 17:58:10.066439+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , ARRAY_AGG(             message_details__dialpad_time_to_connect_in_seconds         ) WITHIN GROUP (ORDER BY message_created_at ASC, message_details__direction = 'in' DESC)[0]::numeric         AS dialpad_time_to_connect_in_seconds         , ARRAY_AGG(             message_details__call_duration_minutes         ) WITHIN GROUP (ORDER BY message_created_at ASC, message_details__direction = 'out' DESC)[0]::numeric         AS call_duration_minutes ``` "
"2022-11-01 17:50:43.76228+00","My prettier settings fucked this file, but the only real change in this to `testMatch` - integration tests are able to run alongside unit tests, we don't need them to be separate anymore"
"2022-11-01 18:19:23.710362+00","my brain was not working yesterday -- the invocation of `cmd.handle` is indeed within the context of the trace callback and captures the parent context.  I think the code is a bit hard to reason about with the promise being passed out and awaited externally, so I'd still recommend going the route of my code suggestion, as it's a lot simpler to understand for most developers, IMO."
"2022-11-01 18:34:38.329601+00","To add to Jonathan's note, I pasted the training material that Vivek shared which also suggested that we use a 'bool' clause as it allows taking an array of filters or a single filter object. [Training slide](https://docs.google.com/presentation/d/1b9zD6eS50IIwSek-vtYhwZ1wOZNP4tU2yRpVSoWL0Ao/edit#slide=id.g4529e599f5_0_131) "
"2022-11-01 18:46:59.621056+00","I lost this change while rebasing this PR, so opened a new PR for it: https://github.com/sourcegraph/sourcegraph/pull/43764"
"2022-11-01 18:47:51.239964+00","👑 "
"2022-11-01 18:47:51.401295+00","Can add this once my PR is mergiddy merged"
"2022-11-01 18:51:09.956227+00","In theory yes. But in practice there isn't much overlap in the rules that should result in duplicate results. The main cause of duplicate results is running both of, say, `func parse` and `func AND parse`.  Plan is to reintroduce the deduping (only for the odd ~13% of affected searches) or find a way to do this with the term negation. Depends a little how difficult it is to restructure the code for either of those cases."
"2022-11-04 18:41:25.652542+00","```suggestion 	if !opt.IncludeNeverActive { 		conds = append(conds, sqlf.Sprintf(listUsersWithEventsCond)) 	} ```"
"2022-11-01 19:02:56.250718+00","Isn't the `lastSeen` used here in UTC? Does it make a difference?"
"2022-11-01 19:09:30.786795+00","Just curious, how is this different from onClick? Would this cause the handler to be invoked twice?"
"2022-11-01 19:15:27.367392+00","This is a good way to reuse the old markup, but maybe it would be simpler to implement this as an actual table element? It would probably require less CSS, I imagine."
"2022-11-01 19:21:15.422476+00","@jonboiser  that is a good point.  @jonathan-yee Sometimes there are cases where measurement name is an empty string and I also suspect there could be a similar case as well in the autoMeasure data. With that being said, shall we still use the measurement Name against monitor Name to pull in the monitor name for the manual measurements data?"
"2022-11-01 19:24:05.151901+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion FROM account_plans ``` "
"2022-11-01 19:24:05.277595+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-01 19:24:05.274393+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-04 18:41:25.709912+00","- [x] Nest this in the if statement above so that it only applies when both `InactiveSince` and `NeverActive` are set."
"2022-11-01 19:24:05.692545+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-01 19:24:06.196508+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-01 19:24:06.286011+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-01 19:24:06.591022+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion /* ``` "
"2022-11-01 19:24:08.637249+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     /* description plan_status_changed_to_complete_at = date the status of the plan was moved to Complete */ ``` "
